,idx1,score1,idx2,score2,idx3,score3,label_list,professionals_id
5509,27.0,0.36889568,81.0,0.30443761,-1.0,-1.0,"[27.0, 0.36889568, 81.0, 0.30443761, -1, -1]",4d220b8d16fd41f38bef4d60feb69ee2
5510,65.0,0.27747786,91.0,0.19345014,53.0,0.09651915,"[65.0, 0.27747786, 91.0, 0.19345014, 53.0, 0.09651915]",03ab400ac35b436fb3363677601468d3
5511,67.0,4.39673783,15.0,0.95270095,6.0,0.68962878,"[67.0, 4.396737830000001, 15.0, 0.9527009500000001, 6.0, 0.68962878]",27cf1ef867d44df18ea3601056ba2b17
5512,15.0,0.70617544,67.0,0.3805784,6.0,0.31957716,"[15.0, 0.70617544, 67.0, 0.3805784, 6.0, 0.31957716]",3494865c87ec4dcb846f006173a6d1c5
5513,49.0,0.46538097,45.0,0.20774093,91.0,0.16492286,"[49.0, 0.46538097, 45.0, 0.20774093, 91.0, 0.16492286]",701a52aea19d4301bc3d9684df283a11
5514,77.0,0.5561052,25.0,0.51374537,23.0,0.44679931,"[77.0, 0.5561052, 25.0, 0.51374537, 23.0, 0.44679931]",84d77b7bd0244a84a8e5c238ea237bcb
5515,29.0,0.92430228,46.0,0.68007225,32.0,0.61249632,"[29.0, 0.92430228, 46.0, 0.68007225, 32.0, 0.61249632]",a5065bed7c59423d8a678d50aad12b4d
5516,91.0,1.33465385,43.0,0.30501992,11.0,0.27986068,"[91.0, 1.33465385, 43.0, 0.30501992, 11.0, 0.27986068]",b1e20df1a6a840a5b392ff8667af0386
5517,54.0,0.5056383,80.0,0.35844666,85.0,0.059279036,"[54.0, 0.5056383, 80.0, 0.35844666, 85.0, 0.059279036]",f4b2c8651fe24a709b084681110250f5
5518,18.0,0.66786367,86.0,0.23413634,-1.0,-1.0,"[18.0, 0.66786367, 86.0, 0.23413634, -1, -1]",0429bdaabf8c4e37a7208325ce2cb50f
5519,29.0,1.06684085,35.0,0.31698841,58.0,0.23328316,"[29.0, 1.0668408500000002, 35.0, 0.31698841, 58.0, 0.23328316]",92b3a98b6065495d8102f04565d228f3
5520,72.0,1.00688092,32.0,0.782186208,30.0,0.591349779,"[72.0, 1.0068809200000002, 32.0, 0.7821862079999999, 30.0, 0.591349779]",ff83e44e406d4e4cb7029dff964d7bdc
5521,47.0,0.42923805,18.0,0.39570341,21.0,0.0931523,"[47.0, 0.42923805, 18.0, 0.39570341, 21.0, 0.0931523]",b08a2ddf17764f328be5f3eab2699a59
5522,70.0,0.56373072,33.0,0.40519354,91.0,0.36601558,"[70.0, 0.56373072, 33.0, 0.40519354, 91.0, 0.36601558]",91ba1aa7b64c46b3869efaf44e7d4b55
5523,3.0,0.55233663,21.0,0.49776966,32.0,0.49583313,"[3.0, 0.55233663, 21.0, 0.49776966, 32.0, 0.49583313]",a437d1ae719244b686f703ac613b559f
5524,83.0,0.41632682,67.0,0.39400265,39.0,0.34900224,"[83.0, 0.41632682, 67.0, 0.39400265, 39.0, 0.34900224]",6a8cf8a06e5e477db7759be488fe3735
5525,47.0,0.64641225,94.0,0.55131489,25.0,0.49141836,"[47.0, 0.64641225, 94.0, 0.55131489, 25.0, 0.49141836]",c9add60c674a4f1495020834346f241e
5526,32.0,0.42478076,0.0,0.27586988,22.0,0.21116757,"[32.0, 0.42478076, 0.0, 0.27586988, 22.0, 0.21116757]",70d367f85f4044998b7579473be442d9
5527,91.0,1.5610283,51.0,0.53631258,33.0,0.40129149,"[91.0, 1.5610283, 51.0, 0.53631258, 33.0, 0.40129149]",95bec5d04a944f9793675eedd26c1046
5528,32.0,0.46322808,87.0,0.28914827,36.0,0.26624578,"[32.0, 0.46322808, 87.0, 0.28914827, 36.0, 0.26624578]",9d88c9d801364dd394036c67c3492a3e
5529,41.0,0.5806219,63.0,0.42729709,53.0,0.34937808,"[41.0, 0.5806219, 63.0, 0.42729709, 53.0, 0.34937808]",abeb87083d44447a8b3c76ad17c424a3
5530,19.0,0.46824718,56.0,0.20947792,68.0,0.12994683,"[19.0, 0.46824718, 56.0, 0.20947792, 68.0, 0.12994683]",56839f7fe8bf4347b84cd462dd01376d
5531,54.0,0.65580182,56.0,0.64235774,79.0,0.617118652,"[54.0, 0.65580182, 56.0, 0.64235774, 79.0, 0.617118652]",6d4f83824d6b4270ae081a3fe49aa6b9
5532,67.0,4.58556788,95.0,0.831279139,32.0,0.72862966,"[67.0, 4.585567879999999, 95.0, 0.8312791390000001, 32.0, 0.72862966]",89136201df7f4ef0950a9a7454839181
5533,54.0,0.62638569,32.0,0.1776143,-1.0,-1.0,"[54.0, 0.62638569, 32.0, 0.1776143, -1, -1]",0e0df22ed29046659cd28ff9d147f09a
5534,39.0,0.59975326,78.0,0.2369134,-1.0,-1.0,"[39.0, 0.59975326, 78.0, 0.2369134, -1, -1]",4a43684dd19749f883eef586877c28c4
5535,21.0,1.19967719,50.0,0.67116959,47.0,0.29281756,"[21.0, 1.19967719, 50.0, 0.67116959, 47.0, 0.29281756]",79b71343cbbc4a29b5dd6ab5a8aa1021
5536,56.0,0.50621796,84.0,0.19013184,97.0,0.13817489,"[56.0, 0.50621796, 84.0, 0.19013184, 97.0, 0.13817489]",a654c6744d5d4b9fa0b1a19dcdc06869
5537,29.0,1.38909828,50.0,1.07814135,58.0,0.94960073,"[29.0, 1.38909828, 50.0, 1.07814135, 58.0, 0.94960073]",13decc6cf642476ea8077fbfb2710878
5538,11.0,0.92928576,-1.0,-1.0,-1.0,-1.0,"[11.0, 0.92928576, -1, -1, -1, -1]",dba349aa27914b1daf8f0d85b34a6334
5539,50.0,0.28478944,65.0,0.28265128,73.0,0.19582917,"[50.0, 0.28478944, 65.0, 0.28265128, 73.0, 0.19582917]",46949e83e0c2411898af99385cef50df
5540,65.0,1.58471498,93.0,0.52446723,85.0,0.48788586,"[65.0, 1.58471498, 93.0, 0.52446723, 85.0, 0.48788586]",69a0079e5625471a9a5ca9576bad59f4
5541,29.0,1.93424489,65.0,0.93812501,14.0,0.84109712,"[29.0, 1.93424489, 65.0, 0.93812501, 14.0, 0.84109712]",26ee1da9654a448f81e1991e34407828
5542,41.0,1.30801177,29.0,0.85511744,32.0,0.71769211,"[41.0, 1.30801177, 29.0, 0.85511744, 32.0, 0.71769211]",874cbc94cb104405aabd87fd8dcdc033
5543,28.0,0.28149882,65.0,0.22607991,19.0,0.20786873,"[28.0, 0.28149882, 65.0, 0.22607991, 19.0, 0.20786873]",b8ce8f582f5149e08bfd424178c8e7fb
5544,41.0,1.34839803,32.0,1.24061376,49.0,0.824378369,"[41.0, 1.34839803, 32.0, 1.24061376, 49.0, 0.8243783689999999]",d0784872c14c460fa53990231e699b45
5545,32.0,0.43006301,11.0,0.17641056,16.0,0.1370983,"[32.0, 0.43006301, 11.0, 0.17641056, 16.0, 0.1370983]",76992edd3c794cc19dc41b27b0469430
5546,51.0,0.38304651,11.0,0.248944344,29.0,0.19577667,"[51.0, 0.38304651, 11.0, 0.24894434399999998, 29.0, 0.19577667]",025ba5b3c1264e3596d2637fedfc4bed
5547,50.0,0.19889674,3.0,0.17633906,79.0,0.10526101,"[50.0, 0.19889674, 3.0, 0.17633906, 79.0, 0.10526101]",6c3fae91f2674fbd976bd677f683f12b
5548,73.0,0.69516593,93.0,0.28438294,56.0,0.22010374,"[73.0, 0.69516593, 93.0, 0.28438294, 56.0, 0.22010374]",5ae21011eee14656b444ffef6d13e17a
5549,32.0,1.420013407,19.0,1.112725178,18.0,0.690343173,"[32.0, 1.420013407, 19.0, 1.1127251779999998, 18.0, 0.690343173]",1fad1619594b4a9d9367cd1413fd221c
5550,32.0,0.5625696,5.0,0.27592647,65.0,0.21673253,"[32.0, 0.5625696, 5.0, 0.27592647, 65.0, 0.21673253]",3509195eaf46477bb861665dbc870527
5551,73.0,2.36690984,19.0,1.724212693,36.0,1.08543133,"[73.0, 2.36690984, 19.0, 1.7242126930000001, 36.0, 1.08543133]",b9b7bfa26b25417d8044751d9dd03ed0
5552,65.0,0.57216668,87.0,0.083025977,43.0,0.079383627,"[65.0, 0.57216668, 87.0, 0.083025977, 43.0, 0.079383627]",752f41c775fc44aa9ef1a1eab2f9d58f
5553,5.0,0.40199366,54.0,0.22133936,29.0,0.18436614,"[5.0, 0.40199366, 54.0, 0.22133936, 29.0, 0.18436614]",19c7d90aad7f4b5aa8df911b9af28b9b
5554,21.0,0.31883129,41.0,0.2763243,97.0,0.14471692,"[21.0, 0.31883129, 41.0, 0.2763243, 97.0, 0.14471692]",cbbfe22d9c6243168b58917e1690a572
5555,56.0,0.2524392,93.0,0.2381445,98.0,0.22609653,"[56.0, 0.2524392, 93.0, 0.2381445, 98.0, 0.22609653]",db64df441a0046bda9e61d0bf34d6de7
5556,52.0,0.4265202,49.0,0.240994855,18.0,0.20423591,"[52.0, 0.4265202, 49.0, 0.240994855, 18.0, 0.20423591]",f469a13e178245cb9c6f805609345883
5557,78.0,0.33666667,63.0,0.33666667,-1.0,-1.0,"[78.0, 0.33666667, 63.0, 0.33666667, -1, -1]",ae85b91d7e294c8aa6df4e7d21b47704
5558,15.0,3.061988307,19.0,1.02930957,3.0,0.752688065,"[15.0, 3.0619883070000005, 19.0, 1.0293095700000001, 3.0, 0.752688065]",95d668c113d040a996a94e048aa33b1a
5559,19.0,0.38126051,73.0,0.35721278,6.0,0.30460671,"[19.0, 0.38126051, 73.0, 0.35721278, 6.0, 0.30460671]",9948eaba32064dfbaaa69de7fbae6323
5560,72.0,0.50478685,49.0,0.37271318,-1.0,-1.0,"[72.0, 0.50478685, 49.0, 0.37271318, -1, -1]",2e6414d4d92e4c54be378bc80d68ef0c
5561,15.0,0.65403596,82.0,0.63643744,50.0,0.4898419,"[15.0, 0.6540359600000001, 82.0, 0.63643744, 50.0, 0.4898419]",c285b983f2bd4893ab9c5b25930a82c9
5562,98.0,0.45088172,32.0,0.38065544,68.0,0.37726653,"[98.0, 0.45088172, 32.0, 0.38065544, 68.0, 0.37726653]",63a7a0713b534c8eb2f8b6c19afb5212
5563,97.0,0.63432091,18.0,0.24910969,89.0,0.062680572,"[97.0, 0.63432091, 18.0, 0.24910969, 89.0, 0.062680572]",9e39a53b300941d2a9dcefb721fe25c4
5564,32.0,0.92928576,-1.0,-1.0,-1.0,-1.0,"[32.0, 0.92928576, -1, -1, -1, -1]",f6c9d90168ce4792a01e5cea43329e30
5565,25.0,1.12453601,87.0,0.807784087,52.0,0.60248996,"[25.0, 1.12453601, 87.0, 0.8077840869999999, 52.0, 0.60248996]",bd1b6b5000c4489497018c74d8ee663d
5566,67.0,0.42954844,87.0,0.39226776,55.0,0.068728112,"[67.0, 0.42954844, 87.0, 0.39226776, 55.0, 0.068728112]",c11c9d2c61164be7b3396abff2126b74
5567,77.0,0.55432749,74.0,0.39409357,-1.0,-1.0,"[77.0, 0.55432749, 74.0, 0.39409357, -1, -1]",1fcaff1698b9402c80f34136cebab9c5
5568,21.0,0.6711418,3.0,0.15787707,7.0,0.089694567,"[21.0, 0.6711418, 3.0, 0.15787707, 7.0, 0.089694567]",c58ec49f53f04b10beefcff962c2e6b6
5569,50.0,2.06308465,18.0,0.82630625,86.0,0.61995417,"[50.0, 2.06308465, 18.0, 0.82630625, 86.0, 0.61995417]",db3b4e8bf72a4d2d92b1ab42d2877d00
5570,41.0,2.77007309,36.0,1.063868374,58.0,0.262266711,"[41.0, 2.77007309, 36.0, 1.0638683740000001, 58.0, 0.262266711]",8d5b8c0c55104a30a73ac9477f9be797
5571,15.0,2.14169002,5.0,0.97249997,25.0,0.928539029,"[15.0, 2.14169002, 5.0, 0.97249997, 25.0, 0.928539029]",ce7ba6b41051489b9d42cdf968b93a2c
5572,33.0,0.60700256,25.0,0.58772512,19.0,0.35809988,"[33.0, 0.60700256, 25.0, 0.58772512, 19.0, 0.35809988]",eade66f4c07a4316b01e34d82e4b836a
5573,85.0,0.58262765,32.0,0.29573274,47.0,0.22170325,"[85.0, 0.58262765, 32.0, 0.29573274, 47.0, 0.22170325]",6d3fb43d1571492d9b71851c50c498e7
5574,65.0,0.59392035,50.0,0.13722506,87.0,0.10603786,"[65.0, 0.59392035, 50.0, 0.13722506, 87.0, 0.10603786]",ebc6f8a589bd470bbee0b44564985fb1
5575,54.0,0.6975612,73.0,0.14139126,97.0,0.031230144,"[54.0, 0.6975612, 73.0, 0.14139126, 97.0, 0.031230144]",20372e03ae6b46faae9dc29e4c79a9f3
5576,21.0,0.62943363,56.0,0.14435302,95.0,0.08011549,"[21.0, 0.62943363, 56.0, 0.14435302, 95.0, 0.08011549]",eb6f97e30d2f46bc98e32c9f30c6b594
5577,67.0,0.5118714,41.0,0.27491644,65.0,0.099726573,"[67.0, 0.5118714, 41.0, 0.27491644, 65.0, 0.099726573]",41a153697adc47a48c37ed226d6c6ebd
5578,73.0,0.48316392,33.0,0.4771596,3.0,0.25320795,"[73.0, 0.48316392, 33.0, 0.4771596, 3.0, 0.25320795]",ea10853bcaf84b8bb9882b54b8098003
5579,43.0,0.55981141,21.0,0.34321815,49.0,0.25048283,"[43.0, 0.55981141, 21.0, 0.34321815, 49.0, 0.25048283]",35a5a1b8426b4d039f8e52104460d771
5580,54.0,0.66811377,80.0,0.22623949,85.0,0.076252781,"[54.0, 0.66811377, 80.0, 0.22623949, 85.0, 0.076252781]",aad3ae7ca9834fcdbdaa5b62923c0a36
5581,35.0,0.63408256,34.0,0.53730565,32.0,0.44316036,"[35.0, 0.63408256, 34.0, 0.53730565, 32.0, 0.44316036]",6eab48cba4cc471aa65474aca6027f4c
5582,58.0,0.46827802,25.0,0.092937618,79.0,0.042687222,"[58.0, 0.46827802, 25.0, 0.092937618, 79.0, 0.042687222]",3093258ab3ea4ae299809c4d04fb3654
5583,68.0,0.80200005,-1.0,-1.0,-1.0,-1.0,"[68.0, 0.80200005, -1, -1, -1, -1]",721be7b341ee453bbc2d8b91611a3315
5584,32.0,0.56143314,55.0,0.19447984,63.0,0.14708708,"[32.0, 0.56143314, 55.0, 0.19447984, 63.0, 0.14708708]",6ba97a35ba4041398f86cfc3b55c98e4
5585,91.0,0.63550848,23.0,0.10547706,58.0,0.097482339,"[91.0, 0.63550848, 23.0, 0.10547706, 58.0, 0.097482339]",6530a147c0c54f998e91f87e191139e2
5586,54.0,1.49074293,73.0,0.64386611,5.0,0.53622828,"[54.0, 1.49074293, 73.0, 0.64386611, 5.0, 0.53622828]",2a2b8c30111043ed9c5f908ff1d8d589
5587,28.0,0.36371613,14.0,0.34599143,16.0,0.25171614,"[28.0, 0.36371613, 14.0, 0.34599143, 16.0, 0.25171614]",31f5a4577bd84303af5fccbef3d3dde3
5588,84.0,0.7542122,25.0,0.505,5.0,0.4603157,"[84.0, 0.7542122, 25.0, 0.505, 5.0, 0.4603157]",6781088591b4446ab9fb3ed9e2d92ddc
5589,85.0,0.84429643,21.0,0.47930449,24.0,0.39575958,"[85.0, 0.84429643, 21.0, 0.47930449, 24.0, 0.39575958]",57ac89bb8e014124854f40098ca9355e
5590,32.0,1.991235867,73.0,1.2319526,33.0,0.78540219,"[32.0, 1.9912358670000003, 73.0, 1.2319526, 33.0, 0.78540219]",8ab5bcd9edbe473084de37d5d532fcde
5591,41.0,1.04444488,97.0,0.57860905,95.0,0.3300271,"[41.0, 1.04444488, 97.0, 0.57860905, 95.0, 0.3300271]",573b8b6d46ee46618318e39206221855
5592,93.0,0.41621265,65.0,0.2373462,52.0,0.13186719,"[93.0, 0.41621265, 65.0, 0.2373462, 52.0, 0.13186719]",a10643572d6c4efea36aaa301fea278c
5593,66.0,0.76305419,49.0,0.11444585,-1.0,-1.0,"[66.0, 0.76305419, 49.0, 0.11444585, -1, -1]",457c59f34ab44c9082e259df5d73f7b3
5594,54.0,0.36716282,11.0,0.317760806,61.0,0.28465021,"[54.0, 0.36716282, 11.0, 0.317760806, 61.0, 0.28465021]",36df6b6d6d324c1bb30afa31a0ec2a5f
5595,39.0,0.39308557,53.0,0.37068045,46.0,0.30170733,"[39.0, 0.39308557, 53.0, 0.37068045, 46.0, 0.30170733]",688e670f4f324ad693c7fdc00dc058d4
5596,0.0,0.27266571,81.0,0.24159801,10.0,0.17124014,"[0.0, 0.27266571, 81.0, 0.24159801, 10.0, 0.17124014]",4190f0c4ce104ebca4829437259e7274
5597,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1, -1, -1, -1]",c221403b45424cdfabbd5cd80ae20865
5598,77.0,0.73718327,33.0,0.72853443,67.0,0.24652466,"[77.0, 0.7371832700000001, 33.0, 0.7285344300000001, 67.0, 0.24652466]",d01ea5301aca4fe38a8e023cd25bc219
5599,43.0,0.61846924,69.0,0.384022956,53.0,0.27285343,"[43.0, 0.61846924, 69.0, 0.38402295599999997, 53.0, 0.27285343]",57341572d20549e3af00adfbdb3f0bab
5600,58.0,1.34602613,91.0,1.251479431,55.0,1.18404192,"[58.0, 1.34602613, 91.0, 1.251479431, 55.0, 1.18404192]",562bbe2bad304300aa551dceecf5e440
5601,50.0,0.69644058,11.0,0.13402779,92.0,0.13073166,"[50.0, 0.69644058, 11.0, 0.13402779, 92.0, 0.13073166]",396c81d2c0254d839337af14ffc39dd8
5602,65.0,0.23895365,54.0,0.20284973,66.0,0.17958167,"[65.0, 0.23895365, 54.0, 0.20284973, 66.0, 0.17958167]",d7ed50fdd2674a77a90d1eb45eb3c75f
5603,11.0,0.82333498,5.0,0.62989579,36.0,0.48679051,"[11.0, 0.8233349799999999, 5.0, 0.62989579, 36.0, 0.48679051]",dc932931b101425d8b8018c0f838750d
5604,28.0,0.42308539,35.0,0.37532946,41.0,0.36130169,"[28.0, 0.42308539, 35.0, 0.37532946, 41.0, 0.36130169]",e2039230a1f94abe8b8d4cecd4bfb069
5605,47.0,0.50599831,85.0,0.48227894,19.0,0.48129028,"[47.0, 0.50599831, 85.0, 0.48227894, 19.0, 0.48129028]",8b7585270a154348bb3aa8dfeecd1c4e
5606,29.0,0.28692248,59.0,0.26969996,32.0,0.098400518,"[29.0, 0.28692248, 59.0, 0.26969996, 32.0, 0.098400518]",64acecc36386468eae3bbb6f22c2aef9
5607,67.0,3.30777393,6.0,1.94173805,15.0,0.93821728,"[67.0, 3.3077739299999998, 6.0, 1.94173805, 15.0, 0.93821728]",48ec7b4620564234a3a3f6e4428f09c8
5608,44.0,0.92384619,32.0,0.50327043,3.0,0.49561608,"[44.0, 0.92384619, 32.0, 0.5032704299999999, 3.0, 0.49561608]",c405d69913084dc3bd0a3a9bc035bac2
5609,79.0,0.39785075,49.0,0.26918066,28.0,0.12814432,"[79.0, 0.39785075, 49.0, 0.26918066, 28.0, 0.12814432]",2c0b02cd138e4924ba6be60f3f28ab38
5610,14.0,0.59828126,60.0,0.505,37.0,0.27672588,"[14.0, 0.59828126, 60.0, 0.505, 37.0, 0.27672588]",9c90c6b425004ac18ca803d682951915
5611,15.0,0.55752665,67.0,0.36659583,56.0,0.031786613,"[15.0, 0.55752665, 67.0, 0.36659583, 56.0, 0.031786613]",796fc4a5c1404578a5188308792f949c
5612,58.0,0.7525,-1.0,-1.0,-1.0,-1.0,"[58.0, 0.7525, -1, -1, -1, -1]",e8e2d84bdb93457382916c0a935228d7
5613,97.0,0.33169767,58.0,0.3109313,25.0,0.15559538,"[97.0, 0.33169767, 58.0, 0.3109313, 25.0, 0.15559538]",f41ff8c5052741bcaa92da371c90fb86
5614,89.0,0.61413401,35.0,0.505,53.0,0.25659531,"[89.0, 0.61413401, 35.0, 0.505, 53.0, 0.25659531]",cc318d51a839495d9fc2ffda2adbb8d9
5615,3.0,0.32939002,21.0,0.31445521,18.0,0.23456086,"[3.0, 0.32939002, 21.0, 0.31445521, 18.0, 0.23456086]",35ecb71040464169ac5bf23a74c5bba8
5616,50.0,0.73785788,72.0,0.66325909,98.0,0.22785203,"[50.0, 0.73785788, 72.0, 0.66325909, 98.0, 0.22785203]",4e0f59adabd34e8aa54d4964538e4f96
5617,84.0,0.57932723,8.0,0.35067278,-1.0,-1.0,"[84.0, 0.57932723, 8.0, 0.35067278, -1, -1]",8b2f8bed6c614fbfaa268f3f148f818b
5618,11.0,0.67015514,6.0,0.22148579,80.0,0.1675375,"[11.0, 0.67015514, 6.0, 0.22148579, 80.0, 0.1675375]",ce647d7025334b048d649b93288de9a2
5619,90.0,2.445441451,61.0,0.74570926,35.0,0.695096076,"[90.0, 2.4454414509999998, 61.0, 0.74570926, 35.0, 0.6950960759999999]",e560022327ac46c7a3a4f20023194335
5620,65.0,0.3585082,8.0,0.32667547,72.0,0.32602596,"[65.0, 0.3585082, 8.0, 0.32667547, 72.0, 0.32602596]",1663588e437f41bc8d93f87905d29d05
5621,67.0,1.02259896,31.0,0.70219735,35.0,0.36141598,"[67.0, 1.02259896, 31.0, 0.70219735, 35.0, 0.36141598]",be8a8c198ba2414e823a4a67c39707ce
5622,14.0,0.505,-1.0,-1.0,-1.0,-1.0,"[14.0, 0.505, -1, -1, -1, -1]",f12d4df0c98344c2b82072224fee73a6
5623,3.0,0.78142929,29.0,0.59984225,18.0,0.32494791,"[3.0, 0.7814292899999999, 29.0, 0.59984225, 18.0, 0.32494791]",e70fa64f7c6d471f835d6d8bd22764dd
5624,19.0,0.72648448,33.0,0.21907109,-1.0,-1.0,"[19.0, 0.72648448, 33.0, 0.21907109, -1, -1]",29d709188db84801ae5c87d9bc32078f
5625,49.0,0.80200005,-1.0,-1.0,-1.0,-1.0,"[49.0, 0.80200005, -1, -1, -1, -1]",056e37f16c414fd48644090b982e7043
5626,41.0,0.677090769,47.0,0.36395035,21.0,0.23778231,"[41.0, 0.677090769, 47.0, 0.36395035, 21.0, 0.23778231]",1c0d0658e20f412aa16c64924164e4ce
5627,31.0,0.64596587,39.0,0.24702367,51.0,0.19525041,"[31.0, 0.64596587, 39.0, 0.24702367, 51.0, 0.19525041]",4fe9a8e2015b4f3d89fcd69001beb34c
5628,62.0,1.09096586,84.0,0.61842448,71.0,0.49089399,"[62.0, 1.09096586, 84.0, 0.61842448, 71.0, 0.49089399]",85d29548f8ab4f4da9f383ffac05023e
5629,25.0,0.24100503,39.0,0.23415212,41.0,0.22486989,"[25.0, 0.24100503, 39.0, 0.23415212, 41.0, 0.22486989]",97e9f536e75445f9a4c653348425f2b1
5630,15.0,0.95500004,35.0,0.66981965,95.0,0.23218039,"[15.0, 0.95500004, 35.0, 0.66981965, 95.0, 0.23218039]",be01b547184f479386a2f5195549e341
5631,43.0,0.94499999,-1.0,-1.0,-1.0,-1.0,"[43.0, 0.94499999, -1, -1, -1, -1]",19644d1d6e204daeb1470a36eadcb8e1
5632,25.0,2.06878057,41.0,0.998247,21.0,0.56411695,"[25.0, 2.06878057, 41.0, 0.9982469999999999, 21.0, 0.56411695]",c747c80780974897b04129591609513f
5633,30.0,0.85857147,-1.0,-1.0,-1.0,-1.0,"[30.0, 0.85857147, -1, -1, -1, -1]",6109b09110644119bece4fb910a87cc3
5634,62.0,1.025508816,15.0,0.4366425,50.0,0.36457402,"[62.0, 1.025508816, 15.0, 0.4366425, 50.0, 0.36457402]",eb22c84af3e84552910964846054d2a1
5635,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"[-1.0, -1.0, -1, -1, -1, -1]",59743434320547f0bbc0c87f7b2bdd56
5636,67.0,0.47746554,58.0,0.11559122,85.0,0.081560127,"[67.0, 0.47746554, 58.0, 0.11559122, 85.0, 0.081560127]",1c31fde7efcd4d119078743f9405a7e9
5637,54.0,0.44891819,55.0,0.1403902,25.0,0.12293743,"[54.0, 0.44891819, 55.0, 0.1403902, 25.0, 0.12293743]",4ccbd0c99abf459782f4e3963fae52e6
5638,36.0,0.33956119,30.0,0.33377215,-1.0,-1.0,"[36.0, 0.33956119, 30.0, 0.33377215, -1, -1]",d181ad12c5d743e9907df7074b6d28b6
5639,53.0,0.81370479,5.0,0.75835443,95.0,0.4853763,"[53.0, 0.81370479, 5.0, 0.75835443, 95.0, 0.4853763]",87fc9db7d31344689956a7dcc746d0ca
5640,35.0,0.21394224,33.0,0.17420959,67.0,0.14468706,"[35.0, 0.21394224, 33.0, 0.17420959, 67.0, 0.14468706]",157cfbf11e3e48a79f125793916af631
5641,67.0,0.30257556,74.0,0.22072643,62.0,0.19581772,"[67.0, 0.30257556, 74.0, 0.22072643, 62.0, 0.19581772]",3872b22adcc045feb93c143134b18977
5642,67.0,0.85857147,-1.0,-1.0,-1.0,-1.0,"[67.0, 0.85857147, -1, -1, -1, -1]",2efe511156214c15a65a031b3b496606
5643,19.0,0.78886437,25.0,0.33145151,15.0,0.311564,"[19.0, 0.78886437, 25.0, 0.33145151, 15.0, 0.311564]",e46aa9807d3d4b699c81903bc5ef47f5
5644,58.0,0.78137267,25.0,0.11519419,35.0,0.094694398,"[58.0, 0.78137267, 25.0, 0.11519419, 35.0, 0.094694398]",a104a5e09e1b45f8b046b9705993c8f6
5645,54.0,0.69366127,10.0,0.13719048,0.0,0.052076612,"[54.0, 0.69366127, 10.0, 0.13719048, 0.0, 0.052076612]",2b841d75da4747ccbb9deca2cb298e40
5646,11.0,0.86003528,21.0,0.56552118,36.0,0.500991963,"[11.0, 0.86003528, 21.0, 0.56552118, 36.0, 0.500991963]",02c8eda16f214461b44884870666433f
5647,35.0,0.69208205,84.0,0.18541799,-1.0,-1.0,"[35.0, 0.69208205, 84.0, 0.18541799, -1, -1]",a5c6fc26ec854ed8a24f20b698e77574
5648,51.0,0.46428722,54.0,0.18397899,83.0,0.087900423,"[51.0, 0.46428722, 54.0, 0.18397899, 83.0, 0.087900423]",8b2cec73ee664af1bb518900248da292
5649,67.0,2.470945155,15.0,0.93203724,39.0,0.85821739,"[67.0, 2.470945155, 15.0, 0.93203724, 39.0, 0.8582173900000001]",c196b23232d641f28655f836c0994642
5650,29.0,0.7525,-1.0,-1.0,-1.0,-1.0,"[29.0, 0.7525, -1, -1, -1, -1]",a8342fab22c945fc861de1b1efb81f66
5651,22.0,0.56202698,37.0,0.068708189,42.0,0.063589953,"[22.0, 0.56202698, 37.0, 0.068708189, 42.0, 0.063589953]",38bd9e9d1a84412b86dd659e509459e4
5652,73.0,0.8625477,70.0,0.083007835,-1.0,-1.0,"[73.0, 0.8625477, 70.0, 0.083007835, -1, -1]",95334525a83a4d93a0afdde826952c7e
5653,35.0,1.05997097,33.0,0.67657262,65.0,0.29646167,"[35.0, 1.0599709700000002, 33.0, 0.67657262, 65.0, 0.29646167]",dcbfe292677140fc9c2179d5d1ae476d
5654,81.0,0.28517854,32.0,0.27021489,51.0,0.23508294,"[81.0, 0.28517854, 32.0, 0.27021489, 51.0, 0.23508294]",a7fc85f4b6d640a893b74cb6af7b4d1c
5655,19.0,1.221437286,32.0,1.1594947,15.0,1.03111776,"[19.0, 1.221437286, 32.0, 1.1594947, 15.0, 1.0311177599999999]",bac93e59ef3841508a9e1543a76f1d70
5656,41.0,2.31044999,32.0,2.2373195,17.0,0.79402385,"[41.0, 2.31044999, 32.0, 2.2373195, 17.0, 0.7940238500000001]",07c3bbf1aaf14e148c521245fd129eff
5657,25.0,1.66263783,41.0,1.344875129,53.0,0.794451604,"[25.0, 1.6626378299999998, 41.0, 1.344875129, 53.0, 0.794451604]",c2052c6c448b42449e25510a69e4046c
5658,54.0,1.5151138,30.0,0.170373975,2.0,0.16281879,"[54.0, 1.5151138, 30.0, 0.170373975, 2.0, 0.16281879]",2a150ba45ad54d46a7acb9c8fa04e157
5659,84.0,0.4103848,74.0,0.27035227,23.0,0.26821029,"[84.0, 0.4103848, 74.0, 0.27035227, 23.0, 0.26821029]",cb746828094848eda5ebcdd7bcd9bd92
5660,25.0,0.66785979,27.0,0.45551896,78.0,0.42820641,"[25.0, 0.66785979, 27.0, 0.45551896, 78.0, 0.42820641]",2cd68be998474563bfe887ef25d1d509
